2025-11-19 17:05:00.770 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:51:46.001 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 09:51:46.002 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.15259075164794922
2025-11-20 09:51:50.288 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:51:51.649 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:51:51.651 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 09:51:51.651 | INFO     | yaml_check.validator:validate:424 | ========== 开始 YAML 验证流程 ==========
2025-11-20 09:51:51.654 | WARNING  | yaml_check.validator:validate_required_root_keys:194 | E001: 缺少必需键 [environment.machines.*.configurations]
2025-11-20 09:51:51.654 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 09:51:51.654 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E001] Unsupported: missing mandatory key [environment.machines.*.configurations]
2025-11-20 09:51:51.655 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 09:51:51.655 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 1.3671739101409912
2025-11-20 09:51:51.665 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:51:51.944 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:51:51.944 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 09:51:51.945 | INFO     | yaml_check.validator:validate:424 | ========== 开始 YAML 验证流程 ==========
2025-11-20 09:51:51.947 | WARNING  | yaml_check.validator:validate_required_root_keys:194 | E001: 缺少必需键 [environment.machines.*.configurations]
2025-11-20 09:51:51.947 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 09:51:51.947 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E001] Unsupported: missing mandatory key [environment.machines.*.configurations]
2025-11-20 09:51:51.947 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 09:51:51.947 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.28196001052856445
2025-11-20 09:51:57.712 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/validator.py changed, reloading.
2025-11-20 09:52:48.383 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:52:48.584 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:52:48.585 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 09:52:48.585 | INFO     | yaml_check.validator:validate:424 | ========== 开始 YAML 验证流程 ==========
2025-11-20 09:52:48.587 | WARNING  | yaml_check.validator:validate_required_root_keys:194 | E001: 缺少必需键 [environment.machines.*.configurations]
2025-11-20 09:52:48.587 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 09:52:48.587 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E001] Unsupported: missing mandatory key [environment.machines.*.configurations]
2025-11-20 09:52:48.588 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 09:52:48.588 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.20505261421203613
2025-11-20 09:52:52.138 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/validator.py changed, reloading.
2025-11-20 09:52:56.632 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/validator.py changed, reloading.
2025-11-20 09:52:58.849 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:52:58.988 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:52:58.989 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 09:52:58.989 | INFO     | yaml_check.validator:validate:424 | ========== 开始 YAML 验证流程 ==========
2025-11-20 09:52:58.991 | WARNING  | yaml_check.validator:validate_required_root_keys:194 | E001: 缺少必需键 [environment.machines.*.configurations]
2025-11-20 09:52:58.991 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 09:52:58.992 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E001] Unsupported: missing mandatory key [environment.machines.*.configurations]
2025-11-20 09:52:58.992 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 09:52:58.992 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.14378070831298828
2025-11-20 09:53:00.223 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:53:00.355 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:53:00.355 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 09:53:00.356 | INFO     | yaml_check.validator:validate:424 | ========== 开始 YAML 验证流程 ==========
2025-11-20 09:53:00.358 | WARNING  | yaml_check.validator:validate_required_root_keys:194 | E001: 缺少必需键 [environment.machines.*.configurations]
2025-11-20 09:53:00.358 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 09:53:00.358 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E001] Unsupported: missing mandatory key [environment.machines.*.configurations]
2025-11-20 09:53:00.358 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 09:53:00.358 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.13538050651550293
2025-11-20 09:53:04.644 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:53:04.766 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:53:04.766 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 09:53:04.766 | INFO     | yaml_check.validator:validate:424 | ========== 开始 YAML 验证流程 ==========
2025-11-20 09:53:04.768 | WARNING  | yaml_check.validator:validate_required_root_keys:194 | E001: 缺少必需键 [environment.machines.*.configurations]
2025-11-20 09:53:04.768 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 09:53:04.768 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E001] Unsupported: missing mandatory key [environment.machines.*.configurations]
2025-11-20 09:53:04.768 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 09:53:04.768 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.12500810623168945
2025-11-20 09:53:52.436 | INFO     | xadmin.logru_config:emit:23 | "GET - get_os_options /tp/api/os-config/options" 0.2258615493774414
2025-11-20 09:53:52.654 | INFO     | xadmin.logru_config:emit:23 | "GET - get_test_type_options /tp/api/test-type/options" 0.19882464408874512
2025-11-20 09:53:54.961 | INFO     | xadmin.logru_config:emit:23 | "GET - get_os_kernels /tp/api/os-config/8/kernels" 0.3807687759399414
2025-11-20 09:53:55.508 | INFO     | xadmin.logru_config:emit:23 | "GET - get_os_kernels /tp/api/os-config/8/kernels" 0.5397310256958008
2025-11-20 09:53:55.755 | INFO     | xadmin.logru_config:emit:23 | "GET - get_os_kernels /tp/api/os-config/8/kernels" 0.24271488189697266
2025-11-20 09:53:58.752 | INFO     | xadmin.logru_config:emit:23 | "GET - list_test_components /tp/api/test-component/list" 0.11732935905456543
2025-11-20 09:53:58.893 | INFO     | xadmin.logru_config:emit:23 | "GET - list_test_cases /tp/api/test-case/list" 0.13296747207641602
2025-11-20 09:53:59.050 | INFO     | xadmin.logru_config:emit:23 | "GET - list_test_cases /tp/api/test-case/list" 0.1407301425933838
2025-11-20 09:53:59.184 | INFO     | xadmin.logru_config:emit:23 | "GET - list_test_components /tp/api/test-component/list" 0.12052035331726074
2025-11-20 09:53:59.552 | INFO     | xadmin.logru_config:emit:23 | "GET - list_test_cases /tp/api/test-case/list" 0.3597862720489502
2025-11-20 09:53:59.695 | INFO     | xadmin.logru_config:emit:23 | "GET - list_test_cases /tp/api/test-case/list" 0.12975621223449707
2025-11-20 09:54:05.534 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:54:05.912 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:54:05.912 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 09:54:05.913 | INFO     | yaml_check.validator:validate:424 | ========== 开始 YAML 验证流程 ==========
2025-11-20 09:54:05.915 | WARNING  | yaml_check.validator:validate_required_root_keys:194 | E001: 缺少必需键 [environment.machines.*.configurations]
2025-11-20 09:54:05.915 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 09:54:05.915 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E001] Unsupported: missing mandatory key [environment.machines.*.configurations]
2025-11-20 09:54:05.915 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 09:54:05.915 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.38095569610595703
2025-11-20 09:54:08.001 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:54:08.387 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:54:08.388 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 09:54:08.388 | INFO     | yaml_check.validator:validate:424 | ========== 开始 YAML 验证流程 ==========
2025-11-20 09:54:08.390 | WARNING  | yaml_check.validator:validate_required_root_keys:194 | E001: 缺少必需键 [environment.machines.*.configurations]
2025-11-20 09:54:08.390 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 09:54:08.390 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E001] Unsupported: missing mandatory key [environment.machines.*.configurations]
2025-11-20 09:54:08.390 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 09:54:08.390 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.3895456790924072
2025-11-20 09:54:10.088 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:54:10.219 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:54:10.220 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 09:54:10.220 | INFO     | yaml_check.validator:validate:424 | ========== 开始 YAML 验证流程 ==========
2025-11-20 09:54:10.221 | WARNING  | yaml_check.validator:validate_required_root_keys:194 | E001: 缺少必需键 [environment.machines.*.configurations]
2025-11-20 09:54:10.221 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 09:54:10.222 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E001] Unsupported: missing mandatory key [environment.machines.*.configurations]
2025-11-20 09:54:10.222 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 09:54:10.222 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.13361215591430664
2025-11-20 09:54:16.501 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:54:16.618 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:54:16.618 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 09:54:16.618 | INFO     | yaml_check.validator:validate:424 | ========== 开始 YAML 验证流程 ==========
2025-11-20 09:54:16.620 | WARNING  | yaml_check.validator:validate_required_root_keys:194 | E001: 缺少必需键 [environment.machines.*.configurations]
2025-11-20 09:54:16.620 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 09:54:16.620 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E001] Unsupported: missing mandatory key [environment.machines.*.configurations]
2025-11-20 09:54:16.620 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 09:54:16.620 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.11943244934082031
2025-11-20 09:54:20.957 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:54:21.097 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:54:21.097 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 09:54:21.098 | INFO     | yaml_check.validator:validate:424 | ========== 开始 YAML 验证流程 ==========
2025-11-20 09:54:21.099 | WARNING  | yaml_check.validator:validate_required_root_keys:194 | E001: 缺少必需键 [environment.machines.*.configurations]
2025-11-20 09:54:21.099 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 09:54:21.099 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E001] Unsupported: missing mandatory key [environment.machines.*.configurations]
2025-11-20 09:54:21.099 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 09:54:21.100 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.14305973052978516
2025-11-20 09:54:42.096 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:54:42.317 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:54:42.318 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 09:54:42.318 | INFO     | yaml_check.validator:validate:424 | ========== 开始 YAML 验证流程 ==========
2025-11-20 09:54:42.319 | WARNING  | yaml_check.validator:validate_required_root_keys:194 | E001: 缺少必需键 [environment.machines.*.configurations]
2025-11-20 09:54:42.319 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 09:54:42.320 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E001] Unsupported: missing mandatory key [environment.machines.*.configurations]
2025-11-20 09:54:42.320 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 09:54:42.320 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.22460484504699707
2025-11-20 09:54:54.189 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:54:54.378 | INFO     | xadmin.logru_config:emit:23 | "GET - get_dict_option /system/common/dict/option" 0.19657397270202637
2025-11-20 09:54:54.379 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:54:54.438 | INFO     | xadmin.logru_config:emit:23 | "GET - get_user_info /system/auth/user/info" 0.2488250732421875
2025-11-20 09:54:54.448 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:54:54.577 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:54:54.601 | INFO     | xadmin.logru_config:emit:23 | "GET - get_user_route /system/auth/route" 0.15279221534729004
2025-11-20 09:54:56.069 | INFO     | xadmin.logru_config:emit:23 | "GET - get_product_names /tp/api/sut-device/product-names" 0.11506795883178711
2025-11-20 09:54:56.081 | INFO     | xadmin.logru_config:emit:23 | "GET - get_os_options /tp/api/os-config/options" 0.12328028678894043
2025-11-20 09:54:56.083 | INFO     | xadmin.logru_config:emit:23 | "GET - list_test_types /tp/api/test-type/list" 0.12102794647216797
2025-11-20 09:54:58.900 | INFO     | xadmin.logru_config:emit:23 | "GET - get_asic_names /tp/api/sut-device/asic-names" 0.21196317672729492
2025-11-20 09:54:58.921 | INFO     | xadmin.logru_config:emit:23 | "GET - get_machines_by_selection /tp/api/sut-device/machines" 0.23045706748962402
2025-11-20 09:55:00.393 | INFO     | xadmin.logru_config:emit:23 | "GET - get_machines_by_selection /tp/api/sut-device/machines" 0.3764970302581787
2025-11-20 09:55:01.385 | INFO     | xadmin.logru_config:emit:23 | "GET - get_os_options /tp/api/os-config/options" 0.4324326515197754
2025-11-20 09:55:01.820 | INFO     | xadmin.logru_config:emit:23 | "GET - get_test_type_options /tp/api/test-type/options" 0.4142117500305176
2025-11-20 09:55:02.708 | INFO     | xadmin.logru_config:emit:23 | "GET - get_os_kernels /tp/api/os-config/8/kernels" 0.13678503036499023
2025-11-20 09:55:02.851 | INFO     | xadmin.logru_config:emit:23 | "GET - get_os_kernels /tp/api/os-config/8/kernels" 0.1386880874633789
2025-11-20 09:55:02.998 | INFO     | xadmin.logru_config:emit:23 | "GET - get_os_kernels /tp/api/os-config/8/kernels" 0.14184856414794922
2025-11-20 09:55:06.812 | INFO     | xadmin.logru_config:emit:23 | "GET - list_test_components /tp/api/test-component/list" 0.12397480010986328
2025-11-20 09:55:06.958 | INFO     | xadmin.logru_config:emit:23 | "GET - list_test_cases /tp/api/test-case/list" 0.13689613342285156
2025-11-20 09:55:07.114 | INFO     | xadmin.logru_config:emit:23 | "GET - list_test_components /tp/api/test-component/list" 0.11334562301635742
2025-11-20 09:55:07.259 | INFO     | xadmin.logru_config:emit:23 | "GET - list_test_cases /tp/api/test-case/list" 0.13719630241394043
2025-11-20 09:55:10.877 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:55:11.007 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:55:11.007 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 09:55:11.007 | INFO     | yaml_check.validator:validate:424 | ========== 开始 YAML 验证流程 ==========
2025-11-20 09:55:11.009 | WARNING  | yaml_check.validator:validate_required_root_keys:194 | E001: 缺少必需键 [environment.machines.*.configurations]
2025-11-20 09:55:11.009 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 09:55:11.009 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E001] Unsupported: missing mandatory key [environment.machines.*.configurations]
2025-11-20 09:55:11.009 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 09:55:11.010 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.13253378868103027
2025-11-20 09:55:12.771 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:55:13.001 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:55:13.002 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 09:55:13.002 | INFO     | yaml_check.validator:validate:424 | ========== 开始 YAML 验证流程 ==========
2025-11-20 09:55:13.003 | WARNING  | yaml_check.validator:validate_required_root_keys:194 | E001: 缺少必需键 [environment.machines.*.configurations]
2025-11-20 09:55:13.003 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 失败
2025-11-20 09:55:13.003 | WARNING  | yaml_check.views:validate_yaml:68 | 验证失败: [E001] Unsupported: missing mandatory key [environment.machines.*.configurations]
2025-11-20 09:55:13.004 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 09:55:13.004 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.23296499252319336
2025-11-20 09:55:41.946 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/validator.py changed, reloading.
2025-11-20 09:55:52.540 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/validator.py changed, reloading.
2025-11-20 09:56:17.776 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/validator.py changed, reloading.
2025-11-20 09:56:20.785 | INFO     | xadmin.logru_config:emit:23 | /home/zx/xadmin_zx/yaml_check/validator.py changed, reloading.
2025-11-20 09:56:26.902 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:56:26.971 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:56:27.061 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:56:27.061 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 09:56:27.062 | INFO     | yaml_check.validator:validate:433 | ========== 开始 YAML 验证流程 ==========
2025-11-20 09:56:27.067 | INFO     | yaml_check.validator:validate_required_root_keys:210 | ✅ E001 验证通过：所有必需键存在
2025-11-20 09:56:27.067 | INFO     | yaml_check.validator:validate_mandatory_non_empty_keys:294 | ✅ E002 验证通过：所有字段非空（或允许为空）
2025-11-20 09:56:27.068 | INFO     | yaml_check.validator:validate_value_types:402 | ✅ E101 验证通过：所有字段类型正确
2025-11-20 09:56:27.069 | INFO     | yaml_check.validator:validate_value_ranges:424 | ✅ E102 验证通过：值范围合法
2025-11-20 09:56:27.069 | SUCCESS  | yaml_check.validator:validate:496 | ========== ✅ 所有验证通过 ==========
2025-11-20 09:56:27.069 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 成功
2025-11-20 09:56:27.069 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 09:56:27.069 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.1676349639892578
2025-11-20 09:56:27.095 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:56:27.100 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:56:27.100 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 09:56:27.101 | INFO     | yaml_check.validator:validate:433 | ========== 开始 YAML 验证流程 ==========
2025-11-20 09:56:27.105 | INFO     | yaml_check.validator:validate_required_root_keys:210 | ✅ E001 验证通过：所有必需键存在
2025-11-20 09:56:27.106 | INFO     | yaml_check.validator:validate_mandatory_non_empty_keys:294 | ✅ E002 验证通过：所有字段非空（或允许为空）
2025-11-20 09:56:27.107 | INFO     | yaml_check.validator:validate_value_types:402 | ✅ E101 验证通过：所有字段类型正确
2025-11-20 09:56:27.108 | INFO     | yaml_check.validator:validate_value_ranges:424 | ✅ E102 验证通过：值范围合法
2025-11-20 09:56:27.108 | SUCCESS  | yaml_check.validator:validate:496 | ========== ✅ 所有验证通过 ==========
2025-11-20 09:56:27.108 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 成功
2025-11-20 09:56:27.108 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 09:56:27.109 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.1378953456878662
2025-11-20 09:56:27.239 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:56:27.239 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 09:56:27.239 | INFO     | yaml_check.validator:validate:433 | ========== 开始 YAML 验证流程 ==========
2025-11-20 09:56:27.243 | INFO     | yaml_check.validator:validate_required_root_keys:210 | ✅ E001 验证通过：所有必需键存在
2025-11-20 09:56:27.244 | INFO     | yaml_check.validator:validate_mandatory_non_empty_keys:294 | ✅ E002 验证通过：所有字段非空（或允许为空）
2025-11-20 09:56:27.245 | INFO     | yaml_check.validator:validate_value_types:402 | ✅ E101 验证通过：所有字段类型正确
2025-11-20 09:56:27.245 | INFO     | yaml_check.validator:validate_value_ranges:424 | ✅ E102 验证通过：值范围合法
2025-11-20 09:56:27.245 | SUCCESS  | yaml_check.validator:validate:496 | ========== ✅ 所有验证通过 ==========
2025-11-20 09:56:27.246 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 成功
2025-11-20 09:56:27.246 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 09:56:27.246 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.1512908935546875
2025-11-20 09:56:27.315 | INFO     | xauth.auth:authenticate:48 | 认证请求 - Token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90e...
2025-11-20 09:56:27.437 | INFO     | xauth.auth:authenticate:51 | 认证成功 - 用户: admin
2025-11-20 09:56:27.438 | INFO     | yaml_check.views:validate_yaml:42 | 收到 YAML 验证请求
2025-11-20 09:56:27.438 | INFO     | yaml_check.validator:validate:433 | ========== 开始 YAML 验证流程 ==========
2025-11-20 09:56:27.442 | INFO     | yaml_check.validator:validate_required_root_keys:210 | ✅ E001 验证通过：所有必需键存在
2025-11-20 09:56:27.442 | INFO     | yaml_check.validator:validate_mandatory_non_empty_keys:294 | ✅ E002 验证通过：所有字段非空（或允许为空）
2025-11-20 09:56:27.444 | INFO     | yaml_check.validator:validate_value_types:402 | ✅ E101 验证通过：所有字段类型正确
2025-11-20 09:56:27.444 | INFO     | yaml_check.validator:validate_value_ranges:424 | ✅ E102 验证通过：值范围合法
2025-11-20 09:56:27.444 | SUCCESS  | yaml_check.validator:validate:496 | ========== ✅ 所有验证通过 ==========
2025-11-20 09:56:27.444 | INFO     | yaml_check.views:validate_yaml:60 | 验证完成，结果: 成功
2025-11-20 09:56:27.444 | INFO     | yaml_check.views:validate_yaml:94 | 返回验证结果
2025-11-20 09:56:27.445 | INFO     | xadmin.logru_config:emit:23 | "POST - validate_yaml /system/yaml/validate" 0.12984323501586914
